"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000176871",1303.49944253451,0.224556195865091,0.146413415586749,0.0684294485460683,0.226938420239956,"WSB2","55884"
"ENSG00000214279",48.7488901511262,-0.291499448348316,0.234863411476188,0.0684713140217522,0.227001668163435,"SCART1","619207"
"ENSG00000141526",1699.2948080413,0.293908834669391,0.369089405604652,0.0684766996011604,0.227001668163435,"SLC16A3","9123"
"ENSG00000139679",194.250512406687,0.193549776902488,0.120243722019192,0.0685065306959799,0.227053839959459,"LPAR6","10161"
"ENSG00000172339",124.161896105757,-0.246709641668159,0.170013012106134,0.0685538651117732,0.22714865208961,"ALG14","199857"
"ENSG00000162851",173.451773487506,0.218386292440262,0.140742206389519,0.0685633353058018,0.22714865208961,"TFB2M","64216"
"ENSG00000184900",1625.57404951919,0.133482762283978,0.0768823123994662,0.0686357854124049,0.227341928202972,"SUMO3","6612"
"ENSG00000169398",1936.81592618977,0.117431749670082,0.0668291481846977,0.0686995193904109,0.227506260410876,"PTK2","5747"
"ENSG00000237821",140.600365333231,-0.241473074067189,0.164304698536837,0.0687856882525052,0.227744805473923,NA,NA
"ENSG00000131435",322.751712057091,-0.282755812229099,0.221920631962651,0.0688101043296375,0.22777883518693,"PDLIM4","8572"
"ENSG00000145996",185.892462740779,-0.21412348663535,0.137317576866985,0.0688317843394118,0.227793685280961,"CDKAL1","54901"
"ENSG00000187147",672.422097298238,0.188164314030105,0.115442938470837,0.0688513323308842,0.227793685280961,"RNF220","55182"
"ENSG00000128591",11481.0041296066,-0.20702641569887,0.131412929514871,0.0688607329615419,0.227793685280961,"FLNC","2318"
"ENSG00000163638",33.5849699324627,0.309972034793957,0.323527000692011,0.0688711464839899,0.227793685280961,"ADAMTS9","56999"
"ENSG00000099875",1565.02185454733,0.247711035220267,0.171926827551589,0.068902334248367,0.227848068572781,"MKNK2","2872"
"ENSG00000004975",993.867085520777,-0.241536940473874,0.164984010620387,0.0689158735122068,0.227848068572781,"DVL2","1856"
"ENSG00000259834",34.8749348143717,-0.27775648269979,0.376961088941005,0.0690086763112499,0.228108080437125,NA,NA
"ENSG00000164934",546.219587761002,0.234888974335498,0.157213541457442,0.069105150372893,0.228318129631729,"DCAF13","25879"
"ENSG00000141385",567.253403962517,0.162100523206271,0.0962503528633438,0.0691086543285756,0.228318129631729,"AFG3L2","10939"
"ENSG00000117862",1096.81301493993,0.149067341560382,0.0872713630069416,0.0691342601974769,0.228318129631729,"TXNDC12","51060"
"ENSG00000091592",1503.97172645199,-0.168815255109685,0.101176231235112,0.0691388363303268,0.228318129631729,"NLRP1","22861"
"ENSG00000246273",117.670822623967,0.208288883125733,0.350834876716167,0.0691430795402648,0.228318129631729,"SBF2-AS1","283104"
"ENSG00000165714",179.60274414729,-0.262050969013195,0.190008908943657,0.0692169616765394,0.228507071455726,"BORCS5","118426"
"ENSG00000112308",2334.81282196996,-0.134398736860625,0.0777920232589639,0.0692286646251257,0.228507071455726,"C6orf62","81688"
"ENSG00000126088",1183.80058216018,-0.191506833665482,0.11850909174495,0.0692788440124262,0.228625861508439,"UROD","7389"
"ENSG00000214357",129.249574331633,-0.307130298861652,0.312669800223137,0.0693095593735116,0.228680383179735,"NEURL1B","54492"
"ENSG00000105185",713.573015942467,0.209355085222586,0.133199756842999,0.0693832840854679,0.228837139695666,"PDCD5","9141"
"ENSG00000198814",347.34942958786,0.257232274971544,0.375713495774997,0.0693854774634305,0.228837139695666,"GK","2710"
"ENSG00000187243",1062.31713516839,-0.260589558210459,0.187340306712663,0.0694907762689843,0.229137514627427,"MAGED4B","81557"
"ENSG00000011007",1101.56033079303,0.155994795457669,0.0921091241771343,0.0695230591411189,0.229197054598438,"ELOA","6924"
"ENSG00000237036",103.097772818013,0.255753696584122,0.182183576990687,0.0695676894949413,0.229216978375517,"ZEB1-AS1","220930"
"ENSG00000198205",149.988258519713,-0.217696619206069,0.140884511032687,0.0695707713156217,0.229216978375517,"ZXDA","7789"
"ENSG00000185163",232.648094828148,0.282803683425833,0.221913211580009,0.0695717847592501,0.229216978375517,"DDX51","317781"
"ENSG00000134020",14.0217595092632,0.282293645133014,0.373891572837871,0.0696398203067856,0.229394223055126,"PEBP4","157310"
"ENSG00000073711",725.762126180089,-0.219090019003609,0.142579577055182,0.0698118370705901,0.229889887055076,"PPP2R3A","5523"
"ENSG00000126254",906.761676412019,0.193128760071985,0.119849015942727,0.0698320423371611,0.229889887055076,"RBM42","79171"
"ENSG00000101353",55.1235309408775,-0.288373593740822,0.233897778080473,0.0698331020574477,0.229889887055076,"MROH8","140699"
"ENSG00000234883",18.225204385276,-0.283205737002737,0.372237917032166,0.0698747232902133,0.229979911527809,"MIR155HG","114614"
"ENSG00000153391",47.4788898211727,-0.275431276423036,0.209913951007992,0.069936126197714,0.230134993703303,"INO80C","125476"
"ENSG00000117054",462.055895487122,0.245166845280915,0.169072936915607,0.0699786503620112,0.230227901977203,"ACADM","34"
"ENSG00000234537",14.7163051859429,-0.272824612006249,0.372389799951872,0.0701299166357075,0.230678457925252,NA,NA
"ENSG00000139832",91.8068613964089,0.299414724785115,0.261544040818738,0.0702864853093319,0.231146267568615,"RAB20","55647"
"ENSG00000187266",132.480543494634,-0.232773807536725,0.156330124983694,0.0703270180001784,0.231232364694056,"EPOR","2057"
"ENSG00000164758",108.87717236175,0.266807120534543,0.197907642393057,0.0703549842367342,0.231277117126714,"MED30","90390"
"ENSG00000197170",729.571245845803,0.170442751885279,0.102649420889443,0.0703743785897906,0.231293678796433,"PSMD12","5718"
"ENSG00000251400",33.3987817149245,0.301867661785664,0.342455228363717,0.0703941145041346,0.231311356062842,"ALDH7A1P1","541"
"ENSG00000137265",235.828797627178,0.232892457459566,0.364458227402845,0.0704682362271141,0.231507698583816,"IRF4","3662"
"ENSG00000223768",124.268888388437,-0.218908068427694,0.14303165675869,0.0705221388699721,0.231637549303592,"LINC00205","642852"
"ENSG00000124126",195.836064359527,-0.302690950477513,0.294466611332947,0.0706234582342273,0.231923060662788,"PREX1","57580"
"ENSG00000177082",394.891404852947,-0.160557173943498,0.0958588608696685,0.0708788949025491,0.232714464188907,"WDR73","84942"
"ENSG00000103995",108.40005972526,-0.265095441398201,0.195254390683854,0.0709048680079072,0.232722740060223,"CEP152","22995"
"ENSG00000178033",699.304939267153,0.246353338901052,0.171576749733686,0.0709103054407321,0.232722740060223,"CALHM5","254228"
"ENSG00000155380",765.519874932766,-0.214693009475767,0.139798774031411,0.0710136086141109,0.232905953161411,"SLC16A1","6566"
"ENSG00000187778",755.858516527517,0.141914233402258,0.0831663666070799,0.0710139223657156,0.232905953161411,"MCRS1","10445"
"ENSG00000132405",537.158649671453,-0.199424684924716,0.125786118456757,0.0710174599394855,0.232905953161411,"TBC1D14","57533"
"ENSG00000102287",163.618702719107,-0.296603698289214,0.350993881035649,0.0710239555509907,0.232905953161411,"GABRE","2564"
"ENSG00000036054",1242.41680757644,0.159058629234948,0.0948437133410735,0.0710432642717795,0.232921862165779,"TBC1D23","55773"
"ENSG00000100036",95.067133407827,0.288556892548915,0.236377507433669,0.0711088351056583,0.233089408420602,"SLC35E4","339665"
"ENSG00000169136",908.57849476579,-0.196176561465334,0.340809356830023,0.0711569803316033,0.233161408431925,"ATF5","22809"
"ENSG00000143919",88.1151738902961,-0.271828602417781,0.208158241366253,0.0711597446005696,0.233161408431925,"CAMKMT","79823"
"ENSG00000229874",222.302500699785,-0.228115532111263,0.152347216579998,0.071204625657569,0.233217131504926,NA,NA
"ENSG00000163386",5016.29423039002,-0.210357859763257,0.135847515878398,0.0712069850393526,0.233217131504926,NA,NA
"ENSG00000169718",577.97122192699,0.197152495677275,0.123940619765947,0.0712325957469247,0.233217131504926,"DUS1L","64118"
"ENSG00000183765",216.398912343891,-0.260145760256313,0.190233469405849,0.0712464958620417,0.233217131504926,"CHEK2","11200"
"ENSG00000101000",244.090538870071,-0.242903648979985,0.168817454318017,0.0712491292450652,0.233217131504926,"PROCR","10544"
"ENSG00000084774",1082.00039931343,0.21569639288133,0.140250999399542,0.0713859582870282,0.233589904186191,"CAD","790"
"ENSG00000151725",34.1260592641387,0.296799436044403,0.259904153430967,0.0713920109374218,0.233589904186191,"CENPU","79682"
"ENSG00000137075",910.184118786273,0.200999102361132,0.127368068637541,0.0714351822268921,0.233683699666489,"RNF38","152006"
"ENSG00000170458",23.4046279372113,0.237514703130603,0.364949526498644,0.0714541557786034,0.233698315824011,"CD14","929"
"ENSG00000204396",18.2086789960744,-0.240531538020982,0.365293444139642,0.0715137255950968,0.233835202293417,"VWA7","80737"
"ENSG00000157693",230.05564002159,-0.217118573816037,0.141936492446355,0.0715250373596896,0.233835202293417,"TMEM268","203197"
"ENSG00000145860",1060.77637523934,0.243400953244972,0.168870663991591,0.0716131450227014,0.23403951175443,"RNF145","153830"
"ENSG00000152894",2399.72628246442,-0.217818502693542,0.143398579739298,0.071616584504335,0.23403951175443,"PTPRK","5796"
"ENSG00000022567",149.383413079122,0.219550053637963,0.144006231142457,0.071768210755785,0.234483138442214,"SLC45A4","57210"
"ENSG00000132109",434.756978656237,-0.191820594431284,0.120070078491402,0.0717814436594252,0.234483138442214,"TRIM21","6737"
"ENSG00000213889",22.2804687584232,0.245500808816677,0.366773734811348,0.0718638202217132,0.234704643744582,"PPM1N","147699"
"ENSG00000181894",249.241801589772,-0.213707382551585,0.139165648544656,0.0719040319542741,0.234743992187646,"ZNF329","79673"
"ENSG00000139668",133.051664728,-0.274307495211573,0.211742623733488,0.0719057415898874,0.234743992187646,"WDFY2","115825"
"ENSG00000169193",121.221107861258,0.262934302602985,0.194482198500966,0.0719195795070587,0.234743992187646,"CCDC126","90693"
"ENSG00000118420",40.0616289923698,-0.297535902146113,0.340349593348426,0.0719612208711551,0.234807624261592,"UBE3D","90025"
"ENSG00000203950",693.406181749414,0.129538306520936,0.0753592369683226,0.0719682234872906,0.234807624261592,"RTL8A","26071"
"ENSG00000057704",19.8075580187188,0.24254421569036,0.365301538027823,0.072080634781554,0.235126767962263,"TMCC3","57458"
"ENSG00000196313",1337.17348532392,0.129367568493832,0.0752715962866615,0.0721409516040926,0.235275884877234,"POM121","9883"
"ENSG00000185052",35.7740252126598,0.129092242400722,0.298806128732913,0.0722199453114941,0.235485840702991,"SLC24A3","57419"
"ENSG00000174514",14.7295022914433,-0.278604542304683,0.36696095733216,0.0722368694486079,0.235493363756884,"MFSD4A","148808"
"ENSG00000130518",93.219202683899,-0.279464011551869,0.361672364729977,0.07225268494741,0.235497270319183,"IQCN","80726"
"ENSG00000170088",518.759579979839,0.245307761016878,0.172219748909852,0.0723429775689581,0.235743873708229,"TMEM192","201931"
"ENSG00000112234",612.810028111183,0.17098006773357,0.103906238268918,0.0723681373218213,0.235766962759719,"FBXL4","26235"
"ENSG00000104957",402.517449503534,0.163379658277959,0.0984423123872462,0.0723793307559785,0.235766962759719,"YJU2B","81576"
"ENSG00000131779",535.783551112945,0.167980640918502,0.101930768651015,0.0724567894611966,0.235971565597198,"PEX11B","8799"
"ENSG00000001629",1783.34924352667,-0.193404151283145,0.121831454680414,0.0724964397560133,0.236052979165144,"ANKIB1","54467"
"ENSG00000173852",1446.9072138226,-0.167405988368752,0.101598462937065,0.0725237828254672,0.236094294827461,"DPY19L1","23333"
"ENSG00000241860",115.22932918592,-0.298608537695961,0.328734617089518,0.0725543188275924,0.23614598598613,NA,NA
"ENSG00000105227",215.406982164315,-0.272614273317851,0.214103111156827,0.0726224738924724,0.236320072082736,"PRX","57716"
"ENSG00000153815",422.339113128858,-0.209940391941189,0.136165290477619,0.0726434243330562,0.236340510789553,"CMIP","80790"
"ENSG00000135931",1023.69387729436,0.302628384133466,0.299315734522344,0.0727579537982287,0.236665332857513,"ARMC9","80210"
"ENSG00000161048",329.534143262131,-0.226272348267728,0.151970018589256,0.0727733634024493,0.236667674157622,"NAPEPLD","222236"
"ENSG00000198056",36.6774618564909,-0.298214349839253,0.33040285647283,0.0727948319140447,0.236689714826877,"PRIM1","5557"
"ENSG00000112414",772.99710449579,0.295240219809548,0.347288859015675,0.0728123270704892,0.236698829990446,"ADGRG6","57211"
"ENSG00000267913",10.11582595094,-0.248989896550103,0.366380085407788,0.0728271389729344,0.236699220494845,NA,NA
"ENSG00000165078",37.7587418446372,-0.298279719307908,0.335594758368925,0.0728607528835584,0.236721625314902,"CPA6","57094"
"ENSG00000150867",729.561621507979,0.21220614285996,0.138228958786632,0.0728634187782633,0.236721625314902,"PIP4K2A","5305"
"ENSG00000063438",626.445681343509,-0.281703706565713,0.229589048917291,0.0728855167904425,0.236745677623149,"AHRR","57491"
"ENSG00000157350",377.156094402926,-0.20015093121611,0.127472833833602,0.0729134734124351,0.236788746250301,"ST3GAL2","6483"
"ENSG00000171246",14.2955627122354,-0.234741400337045,0.363801255630904,0.0729624018549757,0.236899890424328,"NPTX1","4884"
"ENSG00000164307",1227.63085687023,-0.187613635791792,0.117077409695229,0.0729774644727931,0.23690105382252,"ERAP1","51752"
"ENSG00000235169",18.1156537602972,-0.284215978397794,0.358139921367786,0.0731466361335916,0.237371699547917,"SMIM1","388588"
"ENSG00000109220",278.611721250559,0.236772776467276,0.163169339874347,0.0731645695957093,0.237371699547917,"CHIC2","26511"
"ENSG00000099810",368.953911648077,0.170946909299917,0.104601256940982,0.073175033050941,0.237371699547917,"MTAP","4507"
"ENSG00000139370",540.960587108218,0.174440449758122,0.106970027157589,0.0731813811467011,0.237371699547917,"SLC15A4","121260"
"ENSG00000255967",11.7083501036872,0.213184750893673,0.350121381178862,0.0732336472356634,0.237493415985059,NA,NA
"ENSG00000130382",800.237370168121,0.232507249914069,0.158634782441621,0.0732643471862608,0.237545159492422,"MLLT1","4298"
"ENSG00000265298",64.6620229972158,0.296901971698836,0.273907648405347,0.0734112225302733,0.237973482129826,NA,NA
"ENSG00000258947",13.9114675603519,-0.29205956653915,0.353555043954864,0.0734580238938215,0.23807729288943,"TUBB3","10381"
"ENSG00000213707",281.493168501523,-0.212129214399073,0.138817171202433,0.0735595710425068,0.238358457173336,NA,NA
"ENSG00000130193",88.6393428228386,-0.263967361412015,0.198241702941406,0.073598061179834,0.238435222937524,"THEM6","51337"
"ENSG00000101189",381.02904981636,0.188404032877944,0.118375401953341,0.0736354903995398,0.238508521477078,"MRGBP","55257"
"ENSG00000122033",371.826180016006,-0.165962454966786,0.10107568976633,0.0736523506939258,0.238515180307505,"MTIF3","219402"
"ENSG00000167333",342.111047759603,-0.211271319124922,0.138104713255548,0.0737470095615196,0.238773728104028,"TRIM68","55128"
"ENSG00000075790",964.720775958591,0.218268154706437,0.144469302689039,0.0737738997994226,0.238812798808217,"BCAP29","55973"
"ENSG00000069956",900.926118390725,-0.145730457907159,0.0868575391775767,0.0738078247116688,0.238830537834962,"MAPK6","5597"
"ENSG00000159917",53.7215509958216,0.265006795782509,0.200326337244797,0.0738205528381085,0.238830537834962,"ZNF235","9310"
"ENSG00000138050",136.857403732174,-0.247996623860687,0.177556824477882,0.0738238519283787,0.238830537834962,"THUMPD2","80745"
"ENSG00000108591",552.115250108137,0.13689864450768,0.0807539374779457,0.0738438916657666,0.23884740787536,"DRG2","1819"
"ENSG00000145734",943.957663471746,0.179649861001267,0.110497206930582,0.0738956732837534,0.238966919364623,"BDP1","55814"
"ENSG00000172382",37.4916266625414,0.296689253043841,0.274243899563567,0.073960240299008,0.239106139296893,"PRSS27","83886"
"ENSG00000132003",145.126847317618,0.300081266797355,0.32307638623757,0.073971280305312,0.239106139296893,"ZSWIM4","65249"
"ENSG00000108231",21.6188024403392,-0.132084097187685,0.299771725444962,0.0739832477434678,0.239106139296893,"LGI1","9211"
"ENSG00000117906",1663.43376135976,0.216632749609634,0.142863100453728,0.0740017359119096,0.239117923641552,"RCN2","5955"
"ENSG00000126522",252.301148192558,0.290612635150177,0.25143757299031,0.0740395861435186,0.239156356050532,"ASL","435"
"ENSG00000259295",335.521361584722,-0.247515421820371,0.176982648497607,0.0740433184768205,0.239156356050532,"CSPG4P12","728121"
"ENSG00000176692",21.5560495653661,0.299131206741745,0.334466500348314,0.0741656600899638,0.239503497636682,"FOXC2","2303"
"ENSG00000032444",1251.24018272143,0.162062385450735,0.0982221563146501,0.0741813973410671,0.239506311134656,"PNPLA6","10908"
"ENSG00000248927",14.9698566918429,0.247804065844372,0.365672486956363,0.0742417589563826,0.239653171417808,NA,NA
"ENSG00000141646",1188.16899608698,0.189806860355468,0.119249525524182,0.0743163044772254,0.239800342400619,"SMAD4","4089"
"ENSG00000083093",190.995581729632,-0.201881325601491,0.129874015878542,0.0743171193350065,0.239800342400619,"PALB2","79728"
"ENSG00000181751",190.345085271777,0.246600009625144,0.176112377968901,0.0743878295040169,0.239980440756751,"MACIR","90355"
"ENSG00000110841",1575.27724267545,-0.193622338610598,0.123085511341026,0.0744122824142125,0.240011267662738,"PPFIBP1","8496"
